variable,measure,country,year,value,flag codes,flags
Total population at birth,Years,Costa Rica,2008,78.5,,
Total population at birth,Years,Costa Rica,2009,78.7,,
Total population at birth,Years,Costa Rica,2010,78.8,,
Total population at birth,Years,Costa Rica,2011,79.1,,
Total population at birth,Years,Costa Rica,2012,79.4,,
Total population at birth,Years,Costa Rica,2013,79.6,,
Total population at birth,Years,Costa Rica,2014,79.8,,
Total population at birth,Years,Costa Rica,2015,79.9,,
Total population at birth,Years,Costa Rica,2016,80.1,,
Total population at birth,Years,Costa Rica,2017,80.2,,
Total population at birth,Years,Costa Rica,2018,80.4,,
Total population at birth,Years,Costa Rica,2019,80.5,P,Provisional value
Total population at birth,Years,Costa Rica,2020,80.7,P,Provisional value
Total population at birth,Years,Lithuania,1970,70.9,,
Total population at birth,Years,Lithuania,1971,71.9,,
Total population at birth,Years,Lithuania,1972,71.2,,
Total population at birth,Years,Lithuania,1973,71.5,,
Total population at birth,Years,Lithuania,1974,71.4,,
Total population at birth,Years,Lithuania,1975,71,,
Total population at birth,Years,Lithuania,1976,71,,
Total population at birth,Years,Lithuania,1977,70.9,,
Total population at birth,Years,Lithuania,1978,70.6,,
Total population at birth,Years,Lithuania,1979,70.5,,
Total population at birth,Years,Lithuania,1980,70.4,,
Total population at birth,Years,Lithuania,1981,70.4,,
Total population at birth,Years,Lithuania,1982,70.8,,
Total population at birth,Years,Lithuania,1983,70.7,,
Total population at birth,Years,Lithuania,1984,70.2,,
Total population at birth,Years,Lithuania,1985,70.5,,
Total population at birth,Years,Lithuania,1986,72.1,,
Total population at birth,Years,Lithuania,1987,72,,
Total population at birth,Years,Lithuania,1988,71.9,,
Total population at birth,Years,Lithuania,1989,71.6,,
Total population at birth,Years,Lithuania,1990,71.4,,
Total population at birth,Years,Lithuania,1991,70.6,,
Total population at birth,Years,Lithuania,1992,70.4,,
Total population at birth,Years,Lithuania,1993,69.1,,
Total population at birth,Years,Lithuania,1994,68.7,,
Total population at birth,Years,Lithuania,1995,69.2,,
Total population at birth,Years,Lithuania,1996,70.3,,
Total population at birth,Years,Lithuania,1997,71.1,,
Total population at birth,Years,Lithuania,1998,71.4,,
Total population at birth,Years,Lithuania,1999,71.7,,
Total population at birth,Years,Lithuania,2000,72.1,,
Total population at birth,Years,Lithuania,2001,71.7,,
Total population at birth,Years,Lithuania,2002,71.8,,
Total population at birth,Years,Lithuania,2003,72.1,,
Total population at birth,Years,Lithuania,2004,72,,
Total population at birth,Years,Lithuania,2005,71.3,,
Total population at birth,Years,Lithuania,2006,71.1,,
Total population at birth,Years,Lithuania,2007,70.9,,
Total population at birth,Years,Lithuania,2008,71.8,,
Total population at birth,Years,Lithuania,2009,72.9,,
Total population at birth,Years,Lithuania,2010,73.3,,
Total population at birth,Years,Lithuania,2011,73.7,,
Total population at birth,Years,Lithuania,2012,74,,
Total population at birth,Years,Lithuania,2013,74.1,,
Total population at birth,Years,Lithuania,2014,74.7,,
Total population at birth,Years,Lithuania,2015,74.5,,
Total population at birth,Years,Lithuania,2016,74.8,,
Total population at birth,Years,Lithuania,2017,75.6,,
Total population at birth,Years,Lithuania,2018,75.8,,
Total population at birth,Years,Lithuania,2019,76.4,,
Total population at birth,Years,Lithuania,2020,75.1,,
Total population at birth,Years,Colombia,1960,55.2,,
Total population at birth,Years,Colombia,1961,55.7,,
Total population at birth,Years,Colombia,1962,56.1,,
Total population at birth,Years,Colombia,1963,56.5,,
Total population at birth,Years,Colombia,1964,57,,
Total population at birth,Years,Colombia,1965,57.4,,
Total population at birth,Years,Colombia,1966,57.8,,
Total population at birth,Years,Colombia,1967,58.3,,
Total population at birth,Years,Colombia,1968,58.7,,
Total population at birth,Years,Colombia,1969,59.1,,
Total population at birth,Years,Colombia,1970,59.6,,
Total population at birth,Years,Colombia,1971,60,,
Total population at birth,Years,Colombia,1972,60.4,,
Total population at birth,Years,Colombia,1973,60.8,,
Total population at birth,Years,Colombia,1974,61.2,,
Total population at birth,Years,Colombia,1975,61.5,,
Total population at birth,Years,Colombia,1976,62.1,,
Total population at birth,Years,Colombia,1977,62.6,,
Total population at birth,Years,Colombia,1978,63.1,,
Total population at birth,Years,Colombia,1979,63.6,,
Total population at birth,Years,Colombia,1980,64,,
Total population at birth,Years,Colombia,1981,64.5,,
Total population at birth,Years,Colombia,1982,65,,
Total population at birth,Years,Colombia,1983,65.5,,
Total population at birth,Years,Colombia,1984,66,,
Total population at birth,Years,Colombia,1985,66.4,,
Total population at birth,Years,Colombia,1986,66.6,,
Total population at birth,Years,Colombia,1987,66.8,,
Total population at birth,Years,Colombia,1988,67,,
Total population at birth,Years,Colombia,1989,67.1,,
Total population at birth,Years,Colombia,1990,67.3,,
Total population at birth,Years,Colombia,1991,67.4,,
Total population at birth,Years,Colombia,1992,67.5,,
Total population at birth,Years,Colombia,1993,67.6,,
Total population at birth,Years,Colombia,1994,68.2,,
Total population at birth,Years,Colombia,1995,68.7,,
Total population at birth,Years,Colombia,1996,69.2,,
Total population at birth,Years,Colombia,1997,69.7,,
Total population at birth,Years,Colombia,1998,70.1,,
Total population at birth,Years,Colombia,1999,70.6,,
Total population at birth,Years,Colombia,2000,71,,
Total population at birth,Years,Colombia,2001,71.5,,
Total population at birth,Years,Colombia,2002,71.9,,
Total population at birth,Years,Colombia,2003,72.3,,
Total population at birth,Years,Colombia,2004,72.7,,
Total population at birth,Years,Colombia,2005,73.1,,
Total population at birth,Years,Colombia,2006,73.3,,
Total population at birth,Years,Colombia,2007,73.6,,
Total population at birth,Years,Colombia,2008,73.9,,
Total population at birth,Years,Colombia,2009,74.1,,
Total population at birth,Years,Colombia,2010,74.3,,
Total population at birth,Years,Colombia,2011,74.6,,
Total population at birth,Years,Colombia,2012,74.8,,
Total population at birth,Years,Colombia,2013,75.1,,
Total population at birth,Years,Colombia,2014,75.3,,
Total population at birth,Years,Colombia,2015,75.5,,
Total population at birth,Years,Colombia,2016,75.8,,
Total population at birth,Years,Colombia,2017,76,,
Total population at birth,Years,Colombia,2018,76.5,,
Total population at birth,Years,Colombia,2019,76.7,,
Total population at birth,Years,Colombia,2020,76.8,,
